Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;xG;npxG;xAG;npxG+xAG;PrgC;PrgP;PrgR;Gls;Ast;G+A;G-PK;G+A-PK;xG;xAG;xG+xAG;npxG;npxG+xAG;Sh;SoT;SoT%;Sh/90;SoT/90;G/Sh;G/SoT;Dist;FK;PK;PKatt;xG;npxG;npxG/Sh;G-xG;np:G-xG;Cmp;Att;Cmp%;TotDist;PrgDist;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Ast;xAG;xA;A-xAG;KP;1//3;PPA;CrsPA;PrgP;SCA;SCA90;PassLive;PassDead;TO;Sh;Fld;Def;GCA;GCA90;PassLive;PassDead;TO;Sh;Fld;Def;Tkl;TklW;Def 3rd;Mid 3rd;Att 3rd;Tkl;Att;Tkl%;Lost;Blocks;Sh;Pass;Int;Tkl+Int;Clr;Err;Touches;Def Pen;Def 3rd;Mid 3rd;Att 3rd;Att Pen;Live;Att;Succ;Succ%;Tkld;Tkld%;Carries;TotDist;PrgDist;PrgC;1//3;CPA;Mis;Dis;Rec;PrgR;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;Int;TklW;PKwon;PKcon;OG;Recov;Won;Lost;Won%
517;Thierry Small;ENG;DF,FW;Preston;EFL Championship;21;2004;17;13;1,169;13.0;3;1;4;3;0;0;4;0;0.7;0.7;2.2;2.9;61;17;62;0.23;0.08;0.31;0.23;0.31;0.05;0.17;0.23;0.05;0.23;18;8;44.4;1.39;0.62;0.17;0.38;19.5;0;0;0;0.7;0.7;0.04;+2.3;+2.3;205;350;58.6;3392;1173;109;133;82.0;67;110;60.9;22;79;27.8;1;2.2;1.6;-1.2;15;10;20;17;17;28;2.16;22;2;3;1;0;0;1;0.08;1;0;0;0;0;0;16;9;10;4;2;7;11;63.6;4;16;2;14;5;21;29;1;505;26;99;137;279;22;505;35;16;45.7;18;51.4;292;2513;1251;61;39;9;28;22;296;62;4;0;0;7;7;4;101;5;9;0;0;0;51;8;11;42.1
532;Zak Sturge;ENG;DF;Millwall;EFL Championship;21;2004;12;9;792;8.8;1;0;1;1;0;0;3;0;0.2;0.2;0.7;0.9;7;22;30;0.11;0.00;0.11;0.11;0.11;0.02;0.08;0.10;0.02;0.10;3;1;33.3;0.34;0.11;0.33;1.00;12.7;0;0;0;0.2;0.2;0.07;+0.8;+0.8;269;374;71.9;4306;1410;143;157;91.1;98;132;74.2;22;60;36.7;0;0.7;0.9;-0.7;2;19;5;1;22;11;1.25;9;1;1;0;0;0;1;0.11;1;0;0;0;0;0;15;8;10;2;3;12;18;66.7;6;12;5;7;1;16;46;0;491;33;182;203;109;14;491;9;4;44.4;5;55.6;209;898;394;7;8;1;15;4;213;30;3;0;0;6;6;0;12;1;8;0;0;0;47;13;14;48.1
552;Olly Thomas;ENG;FW,DF;Bristol City;EFL Championship;20;2005;3;0;18;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;1;1;1;0.00;0.00;0.00;0.00;0.00;0.00;0.33;0.33;0.00;0.33;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;9;12;75.0;134;39;6;7;85.7;3;4;75.0;0;0;;0;0.1;0.0;-0.1;1;0;1;0;1;3;15.00;3;0;0;0;0;0;1;5.00;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;15;0;2;3;10;1;15;1;1;100.0;0;0.0;11;54;21;1;1;0;1;1;11;1;0;0;0;2;1;0;0;0;0;0;0;0;3;1;0;100.0
553;Silko Thomas;ENG;FW,DF;Leicester City;EFL Championship;21;2004;6;0;89;1.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;2;8;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.03;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;15;24;62.5;227;68;8;12;66.7;5;8;62.5;1;1;100.0;0;0.0;0.0;0.0;1;1;1;0;2;1;1.01;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;1;1;0;1;0;1;2;50.0;1;2;0;2;0;1;1;0;35;2;4;19;13;3;35;1;0;0.0;1;100.0;22;154;83;1;1;1;4;0;20;8;0;0;0;1;2;0;2;0;1;0;0;0;3;1;3;25.0
559;Jarvis Thornton;ENG;MF;Sheffield Weds;EFL Championship;19;2006;2;0;3;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;7;7;100.0;122;44;3;3;100.0;4;4;100.0;0;0;;0;0.0;0.0;0.0;0;1;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;7;0;1;7;0;0;7;0;0;;0;;6;25;11;0;0;0;0;1;8;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
574;Rocco Vata;IRL;MF,FW;Watford;EFL Championship;20;2005;10;5;455;5.1;2;2;4;2;0;0;0;0;3.3;3.3;1.0;4.3;15;15;30;0.40;0.40;0.79;0.40;0.79;0.65;0.19;0.84;0.65;0.84;22;8;36.4;4.35;1.58;0.09;0.25;18.4;0;0;0;3.3;3.3;0.15;-1.3;-1.3;96;155;61.9;1642;493;49;55;89.1;35;52;67.3;11;38;28.9;2;1.0;1.0;+1.0;9;9;9;4;15;19;3.76;13;0;3;3;0;0;5;0.99;4;0;1;0;0;0;7;1;1;5;1;3;10;30.0;7;5;0;5;1;8;5;2;226;4;46;90;97;24;226;22;12;54.5;10;45.5;135;1123;549;15;10;10;9;13;141;30;0;0;0;4;3;2;13;1;1;0;0;0;33;3;2;60.0
582;Thomas Waddingham;AUS;MF,FW;Portsmouth;EFL Championship;20;2005;4;0;57;0.6;0;0;0;0;0;0;1;0;0.2;0.2;0.0;0.2;1;1;1;0.00;0.00;0.00;0.00;0.00;0.25;0.00;0.25;0.25;0.25;2;0;0.0;3.16;0.00;0.00;;13.9;0;0;0;0.2;0.2;0.08;-0.2;-0.2;5;5;100.0;63;26;3;3;100.0;2;2;100.0;0;0;;0;0.0;0.0;0.0;0;2;0;0;1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;1;0.0;1;2;0;2;0;0;2;0;16;2;2;7;7;4;16;0;0;;0;;6;31;14;1;2;0;2;1;8;1;1;0;0;3;1;0;0;0;0;0;0;0;0;2;6;25.0
583;Bobby Wales;SCO;FW;Swansea City;EFL Championship;20;2005;1;0;1;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;0;0;;0;0;0;0;;0;0;;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
589;Ernie Weaver;ENG;DF;Sheffield Weds;EFL Championship;19;2006;6;4;354;3.9;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;0;3;0;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.02;0.02;0.02;1;0;0.0;0.25;0.00;0.00;;9.5;0;0;0;0.1;0.1;0.08;-0.1;-0.1;96;131;73.3;1851;568;30;36;83.3;57;65;87.7;7;26;26.9;0;0.0;0.0;0.0;0;3;0;0;3;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;8;2;3;5;0;2;4;50.0;2;11;9;2;2;10;34;0;200;37;120;76;6;2;200;0;0;;0;;85;384;112;0;0;0;2;1;86;0;0;0;0;3;7;0;0;2;2;0;0;0;12;10;15;40.0
597;Caleb Wiley;USA;DF;Watford;EFL Championship;20;2004;5;3;222;2.5;0;0;0;0;0;0;0;0;0.5;0.5;0.2;0.7;11;6;20;0.00;0.00;0.00;0.00;0.00;0.20;0.08;0.29;0.20;0.29;3;1;33.3;1.22;0.41;0.00;0.00;13.1;0;0;0;0.5;0.5;0.17;-0.5;-0.5;90;114;78.9;1370;370;57;60;95.0;24;32;75.0;7;10;70.0;0;0.2;0.1;-0.2;1;3;5;2;6;7;2.84;6;0;0;1;0;0;1;0.41;1;0;0;0;0;0;7;4;6;0;1;3;3;100.0;0;5;1;4;1;8;4;0;147;5;45;60;44;7;147;3;1;33.3;2;66.7;84;466;251;11;5;3;6;1;93;20;0;0;0;1;2;0;7;1;4;0;0;0;9;1;11;8.3
598;Alex Williams;WAL;MF,FW;West Brom;EFL Championship;20;2005;1;0;3;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;3;3;100.0;30;13;3;3;100.0;0;0;;0;0;;0;0.0;0.0;0.0;0;1;0;0;1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;1;1;1;0;0;1;1;100.0;0;0;0;0;0;1;1;0;5;0;2;2;1;0;5;0;0;;0;;2;9;5;0;1;0;0;0;3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;100.0
608;Jacob Wright;ENG;MF;Norwich City;EFL Championship;20;2005;5;2;263;2.9;0;0;0;0;0;0;1;1;0.1;0.1;0.5;0.6;2;9;3;0.00;0.00;0.00;0.00;0.00;0.02;0.17;0.19;0.02;0.19;1;1;100.0;0.34;0.34;0.00;0.00;29.0;1;0;0;0.1;0.1;0.07;-0.1;-0.1;159;206;77.2;2962;759;70;80;87.5;71;82;86.6;17;39;43.6;0;0.5;0.4;-0.5;7;12;2;1;9;11;3.76;6;4;0;0;1;0;0;0.00;0;0;0;0;0;0;14;6;7;4;3;11;13;84.6;2;3;2;1;1;15;6;0;244;5;67;128;52;0;244;2;2;100.0;0;0.0;126;483;223;2;4;0;9;2;164;3;1;1;0;3;2;0;20;1;6;0;0;0;17;3;10;23.1
609;Malick Yalcouye;CIV;MF;Swansea City;EFL Championship;20;2005;9;5;326;3.6;0;1;1;0;0;0;0;1;0.1;0.1;0.1;0.3;10;17;13;0.00;0.28;0.28;0.00;0.28;0.04;0.04;0.08;0.04;0.08;3;0;0.0;0.83;0.00;0.00;;30.6;0;0;0;0.1;0.1;0.05;-0.1;-0.1;145;172;84.3;2299;316;76;83;91.6;56;65;86.2;10;13;76.9;1;0.1;0.2;+0.9;3;7;4;0;17;11;3.04;7;0;1;1;2;0;2;0.55;2;0;0;0;0;0;8;6;2;4;2;4;7;57.1;3;4;1;3;2;10;1;0;215;2;33;126;60;9;215;8;4;50.0;4;50.0;126;851;386;10;7;3;14;3;165;13;0;1;0;3;9;0;2;2;6;0;0;0;20;3;7;30.0
4;Olivier Aertssen;NED;DF;Zwolle;Eredivisie;21;2004;13;11;977;10.9;0;2;2;0;0;0;2;0;0.2;0.2;1.4;1.6;13;28;19;0.00;0.18;0.18;0.00;0.18;0.01;0.13;0.15;0.01;0.15;3;0;0.0;0.28;0.00;0.00;;17.0;0;0;0;0.2;0.2;0.05;-0.2;-0.2;284;401;70.8;5310;2419;109;135;80.7;128;162;79.0;35;68;51.5;2;1.4;1.4;+0.6;7;21;8;4;28;13;1.20;9;1;2;0;0;1;2;0.18;2;0;0;0;0;0;30;19;18;11;1;18;27;66.7;9;18;8;10;15;45;62;0;553;63;224;235;100;15;553;20;9;45.0;8;40.0;216;1355;627;13;10;3;15;5;235;19;2;0;0;10;7;0;13;15;19;0;0;0;41;9;11;45.0
5;Isaiah Ahmed;CUW;MF;Heerenveen;Eredivisie;19;2005;1;0;2;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;0;2;0.0;0;0;0;0;;0;1;0.0;0;1;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;1;1;0;0;3;0;1;2;0;0;3;0;0;;0;;1;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0.0
8;Gerald Alders;NED;DF;Ajax;Eredivisie;20;2005;3;2;178;2.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;8;6;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.01;0.01;0.01;1;0;0.0;0.51;0.00;0.00;;22.2;0;0;0;0.0;0.0;0.03;0.0;0.0;104;119;87.4;1730;444;48;52;92.3;51;56;91.1;4;6;66.7;0;0.0;0.0;0.0;0;10;1;0;8;2;1.01;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;11;4;4;6;1;6;6;100.0;0;1;1;0;0;11;6;1;144;7;50;75;21;2;144;1;0;0.0;1;100.0;73;267;135;0;2;0;4;4;85;6;0;0;0;2;5;1;0;0;4;0;0;0;10;0;8;0.0
13;Esmir Bajraktarevic;BIH;FW;PSV Eindhoven;Eredivisie;20;2005;10;0;240;2.7;2;1;3;2;0;0;0;0;0.4;0.4;1.0;1.4;9;8;36;0.75;0.37;1.13;0.75;1.13;0.15;0.38;0.53;0.15;0.53;10;3;30.0;3.75;1.13;0.20;0.67;19.4;0;0;0;0.4;0.4;0.04;+1.6;+1.6;94;118;79.7;1475;353;55;62;88.7;27;32;84.4;9;16;56.3;1;1.0;0.9;0.0;6;5;7;3;8;15;5.63;8;1;2;2;2;0;2;0.75;2;0;0;0;0;0;3;2;0;3;0;2;4;50.0;2;3;0;3;0;3;2;0;160;2;12;58;93;13;160;19;9;47.4;9;47.4;116;650;364;9;6;4;6;1;116;36;0;0;0;1;9;0;15;0;2;0;0;0;9;0;4;0.0
21;Thom van Bergen;NED;FW,MF;Groningen;Eredivisie;21;2004;13;13;1,102;12.2;3;1;4;3;0;0;2;0;4.0;4.0;1.3;5.3;31;29;67;0.25;0.08;0.33;0.25;0.33;0.33;0.11;0.44;0.33;0.44;24;12;50.0;1.96;0.98;0.13;0.25;12.0;0;0;0;4.0;4.0;0.17;-1.0;-1.0;209;279;74.9;3057;607;111;143;77.6;73;88;83.0;11;12;91.7;1;1.3;0.7;-0.3;12;17;10;0;29;31;2.53;20;0;2;3;5;1;4;0.33;2;0;0;0;2;0;25;13;5;13;7;8;16;50.0;8;16;0;16;1;26;4;0;466;5;40;214;220;65;466;44;14;31.8;26;59.1;253;1746;880;31;20;16;42;28;312;67;2;0;0;16;30;6;2;1;13;1;0;0;45;24;46;34.3
23;Jerolldino Bergraaf;NED;FW,MF;Excelsior;Eredivisie;19;2006;7;1;228;2.5;0;0;0;0;0;0;1;0;0.3;0.3;0.2;0.5;1;3;13;0.00;0.00;0.00;0.00;0.00;0.10;0.09;0.20;0.10;0.20;5;2;40.0;1.97;0.79;0.00;0.00;18.5;0;0;0;0.3;0.3;0.05;-0.3;-0.3;24;36;66.7;283;75;17;23;73.9;4;7;57.1;1;2;50.0;0;0.2;0.1;-0.2;2;1;1;0;3;5;1.97;4;0;0;1;0;0;0;0.00;0;0;0;0;0;0;1;1;0;1;0;0;2;0.0;2;5;0;5;1;2;3;0;65;3;7;28;30;7;65;3;1;33.3;2;66.7;33;139;38;1;0;2;7;1;40;13;1;0;0;6;3;0;1;1;1;0;0;0;7;5;10;33.3
25;Adrian Blake;ENG;FW,MF;Utrecht;Eredivisie;20;2005;13;10;809;9.0;1;2;3;1;0;0;2;0;1.5;1.5;1.0;2.5;39;19;69;0.11;0.22;0.33;0.11;0.33;0.17;0.11;0.28;0.17;0.28;27;9;33.3;3.00;1.00;0.04;0.11;19.5;0;0;0;1.5;1.5;0.06;-0.5;-0.5;171;236;72.5;2739;657;87;107;81.3;64;81;79.0;13;28;46.4;2;1.0;1.6;+1.0;9;11;12;2;19;31;3.44;23;0;5;3;0;0;5;0.56;3;0;1;1;0;0;3;2;2;0;1;1;6;16.7;5;2;0;2;2;5;4;0;338;7;51;123;172;42;338;31;12;38.7;19;61.3;214;1725;877;39;19;20;20;12;245;69;2;0;0;4;8;2;17;2;2;0;0;0;35;1;8;11.1
26;Sil Blokhuis;NED;MF;Heracles Almelo;Eredivisie;17;2008;1;0;7;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;2;0.00;0.00;0.00;0.00;0.00;0.00;0.19;0.19;0.00;0.19;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;2;2;100.0;20;3;2;2;100.0;0;0;;0;0;;0;0.0;0.2;0.0;1;0;0;0;0;2;25.71;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;3;0;1;0;2;1;3;0;0;;0;;2;10;9;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
27;Thijmen Blokzijl;NED;DF;Groningen;Eredivisie;20;2005;13;13;1,17;13.0;0;0;0;0;0;0;1;0;0.3;0.3;0.1;0.4;15;74;1;0.00;0.00;0.00;0.00;0.00;0.03;0.01;0.03;0.03;0.03;4;0;0.0;0.31;0.00;0.00;;15.4;0;0;0;0.3;0.3;0.08;-0.3;-0.3;676;774;87.3;13261;4304;215;239;90.0;376;416;90.4;80;108;74.1;0;0.1;0.3;-0.1;2;60;3;2;74;8;0.62;7;0;0;1;0;0;0;0.00;0;0;0;0;0;0;15;8;7;8;0;7;11;63.6;4;16;12;4;16;31;63;1;906;77;384;495;36;3;906;4;2;50.0;2;50.0;494;3057;1732;15;5;1;5;1;570;1;1;0;0;6;6;0;5;16;8;0;0;0;56;28;37;43.1
29;Ruben van Bommel;NED;FW;PSV Eindhoven;Eredivisie;21;2004;6;6;376;4.2;3;0;3;3;0;0;1;0;2.3;2.3;0.9;3.2;12;11;52;0.72;0.00;0.72;0.72;0.72;0.55;0.22;0.76;0.55;0.76;8;5;62.5;1.91;1.20;0.38;0.60;15.3;0;0;0;2.3;2.3;0.29;+0.7;+0.7;116;164;70.7;1624;350;71;80;88.8;38;51;74.5;4;16;25.0;0;0.9;1.1;-0.9;8;7;11;2;11;18;4.31;12;1;3;2;0;0;2;0.48;1;0;1;0;0;0;10;8;4;3;3;5;6;83.3;1;1;0;1;6;16;9;0;229;8;32;87;115;21;229;17;7;41.2;10;58.8;126;775;388;12;13;10;15;1;151;52;1;0;0;9;3;0;14;6;8;0;0;0;19;9;7;56.3
30;Kasper Boogaard;NED;MF;AZ Alkmaar;Eredivisie;19;2006;1;1;67;0.7;0;1;1;0;0;0;1;0;0.0;0.0;0.0;0.0;1;3;0;0.00;1.34;1.34;0.00;1.34;0.00;0.06;0.06;0.00;0.06;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;40;48;83.3;694;156;15;16;93.8;24;26;92.3;1;3;33.3;1;0.0;0.0;+1.0;1;2;0;0;3;3;4.03;2;0;0;0;0;1;2;2.69;1;0;0;0;0;1;0;0;0;0;0;0;0;;0;2;0;2;2;2;1;1;54;1;11;38;6;0;54;1;0;0.0;1;100.0;37;147;55;1;0;0;0;1;44;0;1;0;0;1;0;0;1;2;0;0;0;0;6;0;0;
32;Zach Booth;USA;MF;Excelsior;Eredivisie;21;2004;3;1;106;1.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;2;4;3;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.02;0.02;0.02;1;1;100.0;0.85;0.85;0.00;0.00;32.3;0;0;0;0.0;0.0;0.02;0.0;0.0;22;29;75.9;324;25;15;17;88.2;5;8;62.5;1;2;50.0;0;0.0;0.0;0.0;0;1;1;0;4;1;0.85;0;0;0;1;0;0;1;0.85;0;0;0;1;0;0;1;0;1;0;0;0;0;;0;1;0;1;0;1;0;0;37;0;2;18;18;0;37;0;0;;0;;23;106;67;2;4;0;3;0;25;3;0;0;0;4;0;1;0;0;0;0;0;0;3;0;2;0.0
34;Yvandro Borges Sanches;LUX;FW,MF;Heracles Almelo;Eredivisie;21;2004;10;5;492;5.5;2;0;2;2;0;0;0;0;0.3;0.3;0.0;0.4;12;7;24;0.37;0.00;0.37;0.37;0.37;0.06;0.01;0.07;0.06;0.07;6;4;66.7;1.10;0.73;0.33;0.50;19.6;0;0;0;0.3;0.3;0.05;+1.7;+1.7;93;116;80.2;1457;180;50;58;86.2;33;41;80.5;7;10;70.0;0;0.0;0.3;0.0;1;2;2;1;7;6;1.10;3;0;0;2;1;0;2;0.37;1;0;0;1;0;0;12;8;9;3;0;10;14;71.4;4;3;0;3;0;12;7;0;201;6;38;93;77;14;201;22;8;36.4;13;59.1;111;860;410;12;13;5;18;7;118;24;0;0;0;2;3;0;8;0;8;0;0;0;24;0;4;0.0
36;Rayane Bounida;BEL;FW,MF;Ajax;Eredivisie;19;2006;3;0;18;0.2;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;0;1;3;0.00;0.00;0.00;0.00;0.00;0.49;0.00;0.49;0.49;0.49;2;0;0.0;10.00;0.00;0.00;;17.0;0;0;0;0.1;0.1;0.05;-0.1;-0.1;12;17;70.6;171;62;7;7;100.0;5;6;83.3;0;3;0.0;0;0.0;0.0;0.0;0;1;0;0;1;2;10.00;0;0;0;1;1;0;0;0.00;0;0;0;0;0;0;2;0;2;0;0;0;2;0.0;2;0;0;0;0;2;0;0;23;2;4;8;11;1;23;1;0;0.0;0;0.0;13;68;18;0;0;0;2;2;14;3;0;0;0;0;1;0;3;0;0;0;0;0;2;0;1;0.0
37;Aaron Bouwman;NED;DF;Ajax;Eredivisie;18;2007;1;1;90;1.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;59;61;96.7;1063;341;23;23;100.0;29;30;96.7;6;6;100.0;0;0.0;0.0;0.0;0;4;0;0;1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;2;1;1;1;0;1;2;50.0;1;1;1;0;2;4;5;0;70;7;23;47;0;0;70;1;1;100.0;0;0.0;39;206;87;0;0;0;0;1;48;0;0;0;0;1;0;0;0;2;1;0;0;0;2;0;0;
38;Wassim Bouziane;NED;FW,DF;AZ Alkmaar;Eredivisie;18;2006;2;0;52;0.6;0;1;1;0;0;0;0;0;0.0;0.0;0.4;0.4;2;2;6;0.00;1.73;1.73;0.00;1.73;0.07;0.71;0.78;0.07;0.78;1;1;100.0;1.73;1.73;0.00;0.00;19.2;0;0;0;0.0;0.0;0.04;0.0;0.0;16;20;80.0;191;63;11;12;91.7;4;6;66.7;0;1;0.0;1;0.4;0.3;+0.6;3;2;2;0;2;3;5.19;3;0;0;0;0;0;1;1.73;1;0;0;0;0;0;2;0;1;0;1;1;1;100.0;0;0;0;0;0;2;1;0;30;1;4;14;12;4;30;3;1;33.3;1;33.3;23;136;72;2;0;3;3;3;25;6;0;0;0;1;3;0;2;0;0;0;0;0;2;0;0;
41;Oliver Braude;NOR;DF;Heerenveen;Eredivisie;21;2004;12;12;1,06;11.8;0;3;3;0;0;0;2;0;0.7;0.7;2.6;3.3;14;47;52;0.00;0.25;0.25;0.00;0.25;0.06;0.22;0.28;0.06;0.28;7;1;14.3;0.59;0.08;0.00;0.00;18.4;0;0;0;0.7;0.7;0.11;-0.7;-0.7;484;653;74.1;9316;3189;206;238;86.6;198;260;76.2;73;132;55.3;3;2.6;2.2;+0.4;11;41;16;6;47;32;2.72;22;2;0;1;5;2;4;0.34;4;0;0;0;0;0;24;18;11;12;1;11;20;55.0;9;14;4;10;10;34;33;1;782;51;271;334;189;19;782;13;7;53.8;6;46.2;425;2362;938;14;16;2;19;9;446;52;2;0;0;18;23;1;28;10;18;0;0;0;71;22;18;55.0
43;Philip Brittijn;NED;MF,DF;Fortuna Sittard;Eredivisie;21;2004;13;13;1,085;12.1;2;1;3;2;0;0;4;0;0.8;0.8;0.3;1.1;5;35;14;0.17;0.08;0.25;0.17;0.25;0.06;0.03;0.09;0.06;0.09;6;2;33.3;0.50;0.17;0.33;1.00;9.8;0;0;0;0.8;0.8;0.13;+1.2;+1.2;318;400;79.5;5233;1562;129;155;83.2;138;150;92.0;28;52;53.8;1;0.3;0.2;+0.7;7;29;3;0;35;13;1.08;11;0;0;2;0;0;1;0.08;1;0;0;0;0;0;35;23;21;9;5;18;33;54.5;15;19;8;11;14;49;23;1;525;35;176;274;77;9;525;7;2;28.6;5;71.4;271;1109;452;5;10;0;11;6;284;14;4;0;0;22;5;0;3;14;23;0;0;0;51;15;11;57.7
52;Nordin Bukala;NED;MF;Volendam;Eredivisie;20;2005;13;12;1,026;11.4;1;1;2;1;0;0;2;0;2.0;2.0;0.1;2.1;6;31;20;0.09;0.09;0.18;0.09;0.18;0.17;0.01;0.18;0.17;0.18;8;3;37.5;0.70;0.26;0.13;0.33;13.7;0;0;0;2.0;2.0;0.25;-1.0;-1.0;242;296;81.8;3883;951;125;147;85.0;86;99;86.9;21;28;75.0;1;0.1;0.3;+0.9;4;22;2;0;31;11;0.96;9;0;0;0;2;0;2;0.18;2;0;0;0;0;0;29;17;12;15;2;8;17;47.1;9;26;5;21;18;47;17;2;424;24;121;205;105;12;424;11;4;36.4;4;36.4;205;896;395;6;7;1;13;5;225;20;2;0;0;14;13;0;4;18;17;0;0;0;43;7;6;53.8
55;Jayden Candelaria;CUW;DF,FW;NAC Breda;Eredivisie;21;2004;2;0;30;0.3;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;2;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;8;14;57.1;150;66;3;3;100.0;4;9;44.4;1;2;50.0;0;0.0;0.0;0.0;0;1;1;0;2;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2;0;2;0;0;1;0;18;1;5;9;4;1;18;0;0;;0;;3;10;8;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100.0
58;Mateo Chávez;MEX;DF;AZ Alkmaar;Eredivisie;21;2004;7;1;192;2.1;0;1;1;0;0;0;0;0;0.2;0.2;0.4;0.6;4;10;10;0.00;0.47;0.47;0.00;0.47;0.08;0.19;0.27;0.08;0.27;1;1;100.0;0.47;0.47;0.00;0.00;11.8;0;0;0;0.2;0.2;0.18;-0.2;-0.2;111;142;78.2;1712;766;54;61;88.5;41;51;80.4;8;17;47.1;1;0.4;0.2;+0.6;4;9;4;0;10;8;3.75;7;0;1;0;0;0;2;0.94;1;0;1;0;0;0;15;9;9;5;1;7;11;63.6;4;0;0;0;4;19;6;0;174;7;72;66;36;3;174;4;2;50.0;2;50.0;89;452;264;4;4;0;2;2;95;10;0;0;0;3;6;0;5;4;9;0;0;0;9;2;4;33.3
